OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Income_Total_households,Household_inc_less_35k,Pct_Household_inc_less_35k,Household_inc_35k_75k,Pct_Household_inc_35k_74999k,Household_inc_75k_200k,Pct_Household_inc_75k_200k,Household_inc_200k_more,Pct_Household_inc_200k_more,Median_household_inc,Average_Per_capita_Inc,Aggregate_HH_Income,Average_Household_Income,GlobalID,last_edited_date
1,910103,13045910103,9101.03,ARC 20,1800,557,30.9,657,36.5,519,28.8,67,3.7,54722,24061,114699200,63722,{74E40FC2-FB43-4A53-A28A-7B35A2CCA5FD},
2,910104,13045910104,9101.04,ARC 20,3506,953,27.2,1530,43.6,1004,28.6,19,0.5,55964,26025,247807904,70681,{FF873F0C-D691-4B9A-91AA-B4A7D2905CCB},
3,910502,13045910502,9105.02,ARC 20,1056,816,77.3,169,16,71,6.7,0,0,24750,10558,30503200,28886,{7D693468-C2C1-4304-A958-452DF37297F1},
4,910800,13045910800,9108,ARC 20,1448,466,32.2,539,37.2,387,26.7,56,3.9,48986,22722,91855600,63436,{9C1CC1B6-B261-4DFB-800F-72089C5B1974},
5,910101,13045910101,9101.01,ARC 20,2240,1078,48.1,753,33.6,388,17.3,21,0.9,36544,18706,109428600,48852,{1464256B-026B-4CBF-B62B-9FE7ABDEECA1},
6,910200,13045910200,9102,ARC 20,4247,1876,44.2,1236,29.1,1135,26.7,0,0,43365,18660,224149696,52778,{61D6E123-70A7-41F8-9C7E-5A2DEC2658C9},
7,910900,13045910900,9109,ARC 20,1352,456,33.7,448,33.1,384,28.4,64,4.7,52212,22804,92550096,68454,{FB776B7A-8AB7-4026-A0F0-5D1FADB66C42},
8,910300,13045910300,9103,ARC 20,2111,921,43.6,648,30.7,516,24.4,26,1.2,38373,19514,112445104,53266,{86204ED3-9834-423C-8A64-AA1BC134186E},
9,911100,13045911100,9111,ARC 20,3243,1422,43.8,941,29,828,25.5,52,1.6,40670,25822,196765696,60674,{9C35D0F7-4A36-42EA-8D2B-7EB57761191E},
10,911000,13045911000,9110,ARC 20,2306,950,41.2,704,30.5,553,24,99,4.3,43231,22389,135406208,58719,{EB58A0CA-4547-49EC-A8DD-0355C7969602},
11,910701,13045910701,9107.01,ARC 20,2982,1151,38.6,966,32.4,816,27.4,49,1.6,44295,23256,190183296,63777,{C5FC338E-46B1-4769-AAF5-F731DD58D680},
12,910703,13045910703,9107.03,ARC 20,2978,1303,43.8,873,29.3,768,25.8,34,1.1,41224,19272,161412496,54202,{A75A89C0-6D48-4FA1-A775-55AD93F0AB4D},
13,910600,13045910600,9106,ARC 20,2229,932,41.8,714,32,549,24.6,34,1.5,47107,23707,137793696,61819,{590C317F-E389-4379-993E-554E466947D8},
14,910501,13045910501,9105.01,ARC 20,2383,1313,55.1,815,34.2,235,9.9,20,0.8,33213,13338,107140896,44961,{44DAD43E-B75D-4660-800B-EA9AFE6A6FC7},
15,910702,13045910702,9107.02,ARC 20,2609,676,25.9,1026,39.3,825,31.6,82,3.1,61114,25547,184314896,70646,{04BDA03B-EAA6-4B32-A85F-6F58B0C3875A},
16,911200,13045911200,9112,ARC 20,2273,1031,45.4,740,32.6,452,19.9,50,2.2,39042,21689,122076096,53707,{29319C52-57EA-4D1F-80A7-654E4BAD1DCB},
17,910400,13045910400,9104,ARC 20,1311,517,39.4,516,39.4,258,19.7,20,1.5,39623,22675,73686400,56206,{A1EBCEF5-5629-45D4-91C6-FE659D411D6A},
18,140207,13113140207,1402.07,ARC 10,2195,207,9.4,670,30.5,1050,47.8,268,12.2,82868,47532,248474400,113200,{4EAE4DC0-AD3B-4B54-98BF-F10FA12F7340},
19,140208,13113140208,1402.08,ARC 10,2751,459,16.7,874,31.8,1253,45.5,165,6,77083,33375,261088000,94907,{29C8E9B1-0698-489A-A0CB-A56B3E2C41C4},
20,140303,13113140303,1403.03,ARC 10,1642,382,23.3,465,28.3,662,40.3,133,8.1,72308,32301,146342000,89124,{C02EB793-6BFE-4DE1-AC60-392CB01CFFDA},
21,140304,13113140304,1403.04,ARC 10,2073,415,20,550,26.5,943,45.5,165,8,82829,37737,212339008,102431,{720591AF-4282-4C53-9629-C8DC1522485A},
22,140307,13113140307,1403.07,ARC 10,1438,61,4.2,153,10.6,832,57.9,392,27.3,158145,53072,250648192,174303,{C2C14EE5-EE1E-4885-B9FD-D65A3282EEF1},
23,140408,13113140408,1404.08,ARC 10,1106,208,18.8,388,35.1,414,37.4,96,8.7,71798,37068,111416096,100738,{3D05A39A-A2C4-4ABE-B901-516340922EF7},
24,140407,13113140407,1404.07,ARC 10,2968,534,18,1261,42.5,1071,36.1,102,3.4,64326,29501,226344896,76262,{FB4CB008-AA2A-4DC3-B954-7AAB777FDB3D},
25,140405,13113140405,1404.05,ARC 10,1250,178,14.2,246,19.7,721,57.7,105,8.4,92000,36242,133180200,106544,{9DB28DA9-A556-4F73-9B18-269778D2A895},
26,140404,13113140404,1404.04,ARC 10,2079,525,25.3,536,25.8,931,44.8,87,4.2,73622,30986,173646400,83524,{395C50C2-2D7B-41FE-BAAE-F065FF6A0BC1},
27,140206,13113140206,1402.06,ARC 10,1589,260,16.4,322,20.3,551,34.7,456,28.7,115592,50606,226918800,142806,{2616EDD5-D182-4739-822F-26C47C77DA0E},
28,140203,13113140203,1402.03,ARC 10,1989,313,15.7,619,31.1,886,44.5,171,8.6,84077,34886,196251696,98669,{B5336E0C-C134-4B6B-AA7E-32322D4E9C91},
29,140204,13113140204,1402.04,ARC 10,1780,435,24.4,404,22.7,723,40.6,218,12.2,81250,32803,178799696,100449,{A31B282E-5A37-4A11-85B1-076955AF9E9C},
30,140305,13113140305,1403.05,ARC 10,1568,288,18.4,365,23.3,713,45.5,202,12.9,97963,35242,184125792,117427,{905F0D8D-A9C9-481B-8FC9-E88DE4D3BA56},
31,140403,13113140403,1404.03,ARC 10,1962,274,14,713,36.3,855,43.6,120,6.1,74118,35232,185895200,94748,{6DEA8A8A-8D61-45F6-B065-EFF01004643E},
32,140406,13113140406,1404.06,ARC 10,1445,499,34.5,374,25.9,531,36.7,41,2.8,51288,26889,98034400,67844,{189820F5-D088-4922-83EE-DF2BF7E75D6C},
33,140306,13113140306,1403.06,ARC 10,2759,523,19,779,28.2,1228,44.5,229,8.3,79181,35137,264087504,95719,{89A3C886-E869-417C-A11E-C10799D03124},
34,140102,13113140102,1401.02,ARC 10,1968,390,19.8,620,31.5,877,44.6,81,4.1,74404,30636,162559904,82602,{C77A2C16-1CA6-44AC-8558-AD25771D5DF6},
35,140101,13113140101,1401.01,ARC 10,2570,790,30.7,645,25.1,911,35.4,224,8.7,65244,35168,224398400,87315,{AB948FCE-70DC-4C50-A3E8-5182A973BA73},
36,140502,13113140502,1405.02,ARC 10,1223,215,17.6,344,28.1,556,45.5,108,8.8,81169,38277,135454000,110756,{1A7C599C-A5A3-4C54-852C-DE66C2EA9CB9},
37,140501,13113140501,1405.01,ARC 10,2180,411,18.9,432,19.8,1037,47.6,300,13.8,87217,42043,247233696,113410,{1FA8E172-989C-45C7-B88D-9013AFAA350F},
38,060404,13247060404,604.04,ARC 10,2077,566,27.3,799,38.5,705,33.9,7,0.3,54824,23796,131485104,63305,{8EB8999E-026B-4616-854E-53AAD22A9E8E},
39,060304,13247060304,603.04,ARC 10,2160,956,44.3,775,35.9,429,19.9,0,0,44167,21310,103141504,47751,{29E4AF96-F628-4678-AD9E-61E620E5E648},
40,060101,13247060101,601.01,ARC 10,1155,401,34.7,369,31.9,329,28.5,56,4.8,54084,28175,87437400,75703,{C7A05B77-F232-4660-9759-D8AF42081DB6},
41,060202,13247060202,602.02,ARC 10,3421,937,27.4,1286,37.6,1127,32.9,71,2.1,54709,24756,234906896,68666,{D6CC4602-3687-47E5-B768-1768DB1A79B5},
42,060201,13247060201,602.01,ARC 10,1298,596,45.9,463,35.7,231,17.8,8,0.6,36069,14683,65261600,50279,{E2BD8EF4-7148-4CAD-8DFB-DA5F6D21B7A7},
43,060306,13247060306,603.06,ARC 10,1003,224,22.3,393,39.2,373,37.2,13,1.3,63628,24494,72220704,72005,{DA5DC06F-6EFD-41AE-93D3-79AE728B60B5},
44,060407,13247060407,604.07,ARC 10,1173,368,31.4,418,35.6,331,28.2,56,4.8,53125,25333,80255600,68419,{AED60C39-6C7E-4176-AB8C-61DDF235F77F},
45,060403,13247060403,604.03,ARC 10,1273,346,27.2,368,28.9,529,41.6,30,2.4,63950,28532,95771800,75233,{903F3962-CFE3-4725-ADD3-8B0C2E00DCFD},
46,060406,13247060406,604.06,ARC 10,1861,405,21.8,689,37,702,37.7,65,3.5,63750,26630,145321904,78088,{6C496150-8B45-4AE7-8B4F-1FE8593CCB75},
47,060305,13247060305,603.05,ARC 10,1959,1031,52.6,727,37.1,201,10.3,0,0,34142,15327,76717200,39161,{0FB095DE-7867-4A40-ADEE-09D8C7EC5552},
48,060309,13247060309,603.09,ARC 10,1761,750,42.6,741,42.1,251,14.3,19,1.1,38388,16360,81363400,46203,{A14D772D-581F-4DAF-A0B8-0B6DA957377D},
49,060308,13247060308,603.08,ARC 10,2559,1311,51.2,817,31.9,420,16.4,11,0.4,32539,15061,115976200,45321,{AE9CA717-041A-42EB-B39A-4277E189AC22},
50,060405,13247060405,604.05,ARC 10,2466,566,23,863,35,949,38.5,88,3.6,65270,26972,191358704,77599,{C2A97765-1211-4523-A898-E45F4B0C45F9},
51,060307,13247060307,603.07,ARC 10,3514,802,22.8,1228,34.9,1315,37.4,169,4.8,64462,27922,276019200,78548,{A4EF640D-C273-44CE-A88E-4A528816C23C},
52,060102,13247060102,601.02,ARC 10,1943,589,30.3,1040,53.5,303,15.6,11,0.6,47068,21193,105555504,54326,{3C68B25E-F15C-493E-9EB2-16B7CAD19BE1},
53,030330,13067030330,303.30,ARC 10,2033,280,13.8,348,17.1,1086,53.4,319,15.7,101821,44630,258600000,127201,{72340877-9F46-4E35-A78F-EFA610306DBE},
54,030328,13067030328,303.28,ARC 10,2284,188,8.2,535,23.4,1198,52.5,363,15.9,102742,49866,316142784,138416,{84C80B19-785A-4146-81AF-64BE7C4C8E65},
55,030700,13067030700,307,ARC 10,1637,731,44.7,561,34.3,315,19.2,30,1.8,39362,22752,85408800,52174,{98A2E7F4-03CC-4BC7-8446-FC0783E1E0A4},
56,030324,13067030324,303.24,ARC 10,1226,182,14.8,378,30.8,615,50.2,51,4.2,81719,32906,113977104,92967,{C0E42708-C88D-42E2-9536-8363858F9079},
57,030312,13067030312,303.12,ARC 10,2457,526,21.4,711,28.9,1005,40.9,215,8.8,73750,38461,233036000,94846,{DF6BE234-72F3-47D0-B77C-C53C8669988E},
58,030228,13067030228,302.28,ARC 10,2878,1174,40.8,1040,36.1,576,20,88,3.1,45346,22726,157512800,54730,{55AAB106-3355-44D7-9DA1-611D6202FAA3},
59,030231,13067030231,302.31,ARC 10,2756,238,8.6,766,27.8,1386,50.3,366,13.3,91125,46285,332871392,120781,{CEBD3FC2-8E66-4070-A624-5A24FF605A21},
60,030230,13067030230,302.30,ARC 10,5466,1453,26.6,1839,33.6,1846,33.8,328,6,64192,33637,431929888,79021,{C03EBC94-AFF4-4007-8AE5-F7DAA291221B},
61,030311,13067030311,303.11,ARC 10,2221,454,20.4,444,20,1163,52.4,160,7.2,88980,36885,211702800,95319,{A9BC3C42-7956-4480-9D46-CBE8F854D7FB},
62,031001,13067031001,310.01,ARC 10,1825,1173,64.3,538,29.5,107,5.9,7,0.4,27005,11755,62817900,34421,{FB2EA8E3-4FFB-40A3-B686-0B4EC5583BC2},
63,030310,13067030310,303.10,ARC 10,2805,669,23.9,1142,40.7,943,33.6,51,1.8,61573,25281,202774496,72290,{61887181-B3B1-4974-94DD-622D0DD49517},
64,030215,13067030215,302.15,ARC 10,3013,636,21.1,831,27.6,1382,45.9,164,5.4,77244,28770,266884896,88578,{A78EC063-D5EC-4009-A948-124BB4517D46},
65,030601,13067030601,306.01,ARC 10,4324,1630,37.7,1103,25.5,1295,29.9,296,6.8,52759,32602,294057984,68006,{A8F9C4FD-CD9F-4D05-8A7F-41E50B625F9E},
66,030227,13067030227,302.27,ARC 10,2885,697,24.2,1184,41,941,32.6,63,2.2,60645,28995,222281600,77047,{D80B5DED-775F-4347-ACF0-84320D13E2B1},
67,030602,13067030602,306.02,ARC 10,2966,656,22.1,764,25.8,1318,44.4,228,7.7,80246,42594,273179712,92104,{52233C79-F701-4206-A6E1-026FA9B205C8},
68,030506,13067030506,305.06,ARC 10,1834,501,27.3,736,40.1,567,30.9,30,1.6,55805,29210,119791000,65317,{35B10EF8-78F4-4C1C-A31D-80A0FB03479B},
69,030507,13067030507,305.07,ARC 10,1864,332,17.8,710,38.1,742,39.8,80,4.3,71461,30325,150582800,80785,{394BBA13-AFD6-4751-9DE7-390C542203A9},
70,030229,13067030229,302.29,ARC 10,1163,307,26.4,492,42.3,361,31,3,0.3,51202,15385,76284200,65593,{A6101110-5C06-4865-86A7-A1CF9447361F},
71,031208,13067031208,312.08,ARC 10,3158,641,20.3,1575,49.9,802,25.4,140,4.4,63054,37917,237711904,75273,{0BE0AE9B-CAB9-482C-9580-31BF084DEC01},
72,031207,13067031207,312.07,ARC 10,2216,477,21.5,831,37.5,718,32.4,190,8.6,57361,57574,226578000,102246,{63821557-36B5-434D-9A4C-2474B1925478},
73,030226,13067030226,302.26,ARC 10,3303,757,22.9,944,28.6,1452,44,150,4.5,71547,31678,280335616,84873,{78370CBC-04D3-488A-A0B3-8BB6215EA190},
74,031505,13067031505,315.05,ARC 10,2113,679,32.1,591,28,843,39.9,0,0,61468,24137,143182096,67762,{6E50793A-6E24-450F-B131-F1A6E500CF06},
75,030313,13067030313,303.13,ARC 10,2964,450,15.2,962,32.5,1396,47.1,156,5.3,76804,32172,268446784,90569,{BEDD7580-D73D-4E8C-A7BC-20E588C6FA14},
76,031310,13067031310,313.10,ARC 10,2561,1594,62.2,704,27.5,263,10.3,0,0,29250,13556,99756400,38952,{DE315203-9579-4F0B-9678-3422F20F20D2},
77,030214,13067030214,302.14,ARC 10,2888,492,17,856,29.6,1392,48.2,148,5.1,78067,34859,283230208,98071,{4459B208-754B-4834-82F5-822B30DD232A},
78,031212,13067031212,312.12,ARC 10,1010,65,6.4,128,12.7,498,49.3,319,31.6,121354,83563,206319008,204276,{C6A36827-CC5B-421A-AA9F-C6758714B5EA},
79,031211,13067031211,312.11,ARC 10,2327,316,13.6,1157,49.7,751,32.3,103,4.4,59508,53406,208474496,89589,{B38C750D-FCF9-45F0-89D6-B5C2D06B7330},
80,031209,13067031209,312.09,ARC 10,1753,340,19.4,171,9.8,775,44.2,467,26.6,123568,63038,262954400,150003,{91CCCAB2-503E-4A90-A3E6-58802B8A9817},
81,030224,13067030224,302.24,ARC 10,2434,552,22.7,862,35.4,1000,41.1,20,0.8,69268,28209,182978592,75176,{8ADB1162-1C74-4676-A9A6-D77457FB8B33},
82,031205,13067031205,312.05,ARC 10,2910,617,21.2,832,28.6,1221,42,240,8.2,75246,46174,265974096,91400,{AD851A1D-8B60-4BC8-BB20-075ED700018E},
83,031206,13067031206,312.06,ARC 10,4764,933,19.6,1328,27.9,2152,45.2,351,7.4,77345,46464,459900096,96537,{9B0CF4CC-6272-415B-A078-02E1D58EF146},
84,030220,13067030220,302.20,ARC 10,616,57,9.3,239,38.8,234,38,86,14,83571,32760,60713100,98560,{47B9EFB2-655F-4135-9BB3-C54DEC6FB0F5},
85,030905,13067030905,309.05,ARC 10,1885,601,31.9,705,37.4,495,26.3,84,4.5,54293,19728,142410704,75549,{F5773E82-7615-4D9D-AD5D-567F0EB8CADD},
86,030502,13067030502,305.02,ARC 10,2557,512,20,585,22.9,1230,48.1,230,9,90281,38625,256051104,100137,{59E8DCF8-95F7-410B-9C4A-E7723A63DF3C},
87,030209,13067030209,302.09,ARC 10,2506,235,9.4,821,32.8,1303,52,147,5.9,84466,37455,247651696,98824,{3078074E-FBB3-4AC6-88E6-9536CFB3AEC2},
88,030326,13067030326,303.26,ARC 10,1429,96,6.7,158,11.1,902,63.1,273,19.1,141932,51148,231555696,162040,{EDB4B913-8F42-4B04-856E-8171252E8BEA},
89,031108,13067031108,311.08,ARC 10,2663,1249,46.9,869,32.6,497,18.7,48,1.8,37126,25533,134772992,50609,{34317A0B-2E52-4E20-8550-F7CDABD8080F},
90,130105,13117130105,1301.05,ARC 20,750,389,51.9,188,25.1,150,20,23,3.1,34000,18113,42804500,57073,{A36941E4-C93C-49B5-8917-CB0940DC88E4},
91,130205,13117130205,1302.05,ARC 20,781,216,27.7,266,34.1,293,37.5,6,0.8,61893,21319,50408500,64544,{5A1722C0-FBAC-49E5-BCC2-28062CA81B4B},
92,130603,13117130603,1306.03,ARC 20,1599,191,11.9,208,13,859,53.7,341,21.3,109250,49313,245403008,153473,{90CE74ED-575A-4455-B9FC-70A448418902},
93,130610,13117130610,1306.10,ARC 20,1418,205,14.5,202,14.2,716,50.5,295,20.8,127143,44551,191716992,135202,{D8154584-6EDE-45C7-836C-8BB58935CAFA},
94,130606,13117130606,1306.06,ARC 20,1587,266,16.8,249,15.7,941,59.3,131,8.3,105368,41324,179963104,113398,{85621CA9-97C9-4B35-A990-6753F2852557},
95,130604,13117130604,1306.04,ARC 20,1512,122,8.1,187,12.4,933,61.7,270,17.9,138305,46528,228796000,151320,{2724EEFC-CB5B-4BBF-97D2-2F18CDBBCFB1},
96,130611,13117130611,1306.11,ARC 20,1161,125,10.8,141,12.1,669,57.6,226,19.5,123491,45826,179120608,154281,{3B22D023-0966-4562-98C1-938D06F56C6C},
97,130609,13117130609,1306.09,ARC 20,1524,97,6.4,142,9.3,1012,66.4,273,17.9,121667,41010,219313696,143907,{BCEB9645-B83C-4918-A826-B2F2374E53C2},
98,130607,13117130607,1306.07,ARC 20,1712,92,5.4,232,13.6,929,54.3,459,26.8,136389,50537,272863904,159383,{C05366F3-C1D0-4564-B5B0-A0ED4036049F},
99,130605,13117130605,1306.05,ARC 20,1393,181,13,350,25.1,751,53.9,111,8,103287,42659,165278096,118649,{AB4A874A-4DE3-4F97-BAE2-B9007814469E},
100,130602,13117130602,1306.02,ARC 20,1657,258,15.6,451,27.2,835,50.4,113,6.8,85432,29842,153926208,92895,{DB699152-473E-4B66-BA13-F863A1030898},
101,130508,13117130508,1305.08,ARC 20,1799,304,16.9,415,23.1,707,39.3,373,20.7,106396,42033,214522496,119245,{BFF7B110-1076-45BD-BDA8-902E2FE625E7},
102,130507,13117130507,1305.07,ARC 20,940,115,12.2,271,28.8,469,49.9,85,9,90909,48524,106516800,113316,{C29C6081-A542-46F5-BA3F-FCA9C3205464},
103,130409,13117130409,1304.09,ARC 20,923,265,28.7,257,27.8,389,42.1,12,1.3,60391,28577,64736600,70137,{D5AB65E9-6C60-468E-A491-A7F976F4F66C},
104,030218,13067030218,302.18,ARC 10,1655,119,7.2,220,13.3,878,53.1,438,26.5,146075,48795,273136384,165037,{595F546E-AACC-4ADC-B996-EAA29264FD33},
105,030219,13067030219,302.19,ARC 10,3043,367,12.1,677,22.2,1630,53.6,369,12.1,103612,38704,354667584,116552,{DB969C1B-BE3B-4756-A5DF-B042F18C5C56},
106,030235,13067030235,302.35,ARC 10,1676,264,15.8,376,22.4,870,51.9,166,9.9,101957,40739,197536400,117862,{10F60588-38A4-4F71-863E-1CDA4EBC41AE},
107,030234,13067030234,302.34,ARC 10,2026,159,7.8,452,22.3,1222,60.3,193,9.5,100313,41502,252304704,124533,{AEED7717-7072-4A2E-AC36-596945B6A094},
108,030233,13067030233,302.33,ARC 10,1561,211,13.5,366,23.4,821,52.6,163,10.4,93232,42419,179798592,115182,{ED58A09D-135B-455A-8AFD-87480F1FEF63},
109,030337,13067030337,303.37,ARC 10,1674,206,12.3,297,17.7,770,46,401,24,138378,63937,280017088,167274,{F07C9357-A73D-491E-84AB-6B23CC0EBABD},
110,030334,13067030334,303.34,ARC 10,1240,153,12.3,220,17.7,715,57.7,152,12.3,92188,45094,147547200,118990,{1B573F0F-CE3D-4F70-AD72-0924353F3116},
111,031111,13067031111,311.11,ARC 10,1781,343,19.3,453,25.4,835,46.9,150,8.4,81055,54186,184054096,103343,{17981FE0-2D4C-4169-8EA5-9904791040D5},
112,031110,13067031110,311.10,ARC 10,1425,549,38.5,267,18.7,549,38.5,60,4.2,61386,31158,108444496,76101,{5FB22648-3095-4E5E-872E-DDF52D508726},
113,030405,13067030405,304.05,ARC 10,2828,1192,42.1,1023,36.2,580,20.5,33,1.2,40795,25226,152404304,53891,{1F211498-B8F9-46EC-B4A7-C5A8D0DD2BE6},
114,031101,13067031101,311.01,ARC 10,1782,781,43.8,630,35.4,336,18.9,35,2,39492,19742,90236096,50638,{0AD0F253-3958-4E2C-B1E9-FFF613A249A4},
115,130305,13117130305,1303.05,ARC 20,1647,249,15.1,362,22,951,57.7,85,5.2,95335,30530,164955504,100155,{FDA8F4C8-62CC-4FE7-BE7D-C5441D8B497C},
116,130301,13117130301,1303.01,ARC 20,1630,391,24,519,31.8,630,38.7,90,5.5,71773,25655,136289696,83613,{3C9D2F33-7CC7-4D89-BB53-57047D1D4171},
117,130405,13117130405,1304.05,ARC 20,1155,110,9.5,353,30.6,605,52.4,87,7.5,86465,30067,113272400,98071,{0329A18D-8455-4177-9DC9-ED51E4DD4C78},
118,130504,13117130504,1305.04,ARC 20,1383,338,24.4,465,33.6,490,35.4,90,6.5,58024,35593,128323696,92786,{73732909-D35A-4071-A4FA-683D00547FDA},
119,130505,13117130505,1305.05,ARC 20,1048,229,21.9,333,31.8,310,29.6,176,16.8,67463,44605,113887504,108671,{1CBF5503-9C25-4566-A41B-F812B34B1953},
120,130503,13117130503,1305.03,ARC 20,980,281,28.7,177,18.1,436,44.5,86,8.8,80530,35432,92298000,94182,{4E04DD59-9785-4ED7-87E3-96D859A04F5E},
121,130102,13117130102,1301.02,ARC 20,853,241,28.3,212,24.9,377,44.2,23,2.7,70721,24503,63599700,74560,{97F10863-C66A-4853-A400-8105194179D1},
122,130103,13117130103,1301.03,ARC 20,1205,243,20.2,529,43.9,402,33.4,31,2.6,61128,26143,88378400,73343,{1B95DC01-E6D2-4CC0-9441-136F93A5CAC5},
123,130303,13117130303,1303.03,ARC 20,1266,229,18.1,331,26.1,670,52.9,36,2.8,81638,28560,112573504,88921,{815397C6-03E4-477B-AFE6-8BECD2D595D7},
124,130201,13117130201,1302.01,ARC 20,1564,206,13.2,508,32.5,814,52,36,2.3,87167,29954,138797792,88745,{26D0D000-B897-4D73-A0AB-03C0FB8271E4},
125,030232,13067030232,302.32,ARC 10,1962,215,11,512,26.1,1074,54.7,161,8.2,95721,38787,218793792,111516,{3709E256-DCCB-45F3-A567-8453CF2BACE3},
126,030222,13067030222,302.22,ARC 10,1940,343,17.7,567,29.2,842,43.4,188,9.7,79700,38322,221709904,114283,{576980CC-3977-447A-89FA-CB64AC832D1F},
127,031118,13067031118,311.18,ARC 10,2305,511,22.2,792,34.4,888,38.5,114,4.9,67171,35419,199027008,86346,{6270E806-4598-4DDB-B53E-C49DC15735F0},
128,031117,13067031117,311.17,ARC 10,2021,422,20.9,394,19.5,992,49.1,213,10.5,92011,41459,215686304,106723,{7D931E3E-98B9-41A5-8F52-F873CCBE80E0},
129,031507,13067031507,315.07,ARC 10,1100,379,34.5,390,35.5,312,28.4,19,1.7,49440,18678,65647700,59680,{401CE644-0DE8-41D0-8474-439E5CCCA84A},
130,031004,13067031004,310.04,ARC 10,2436,1297,53.2,772,31.7,342,14,25,1,33420,15627,112618304,46231,{D65408C5-8C11-4689-A864-FE590487B30E},
131,030103,13067030103,301.03,ARC 10,3186,699,21.9,1019,32,1311,41.1,157,4.9,73302,27384,243252800,76351,{25EA08FA-7DDB-433C-8F51-E8687B0C69B3},
132,031404,13067031404,314.04,ARC 10,2119,477,22.5,621,29.3,880,41.5,141,6.7,70859,31661,176603504,83343,{962AE6FD-5D79-4A42-9E8B-3B636C23D303},
133,031306,13067031306,313.06,ARC 10,1455,591,40.6,359,24.7,497,34.2,8,0.5,48024,23771,91993200,63226,{1810FCB8-94A6-4CC5-9E03-C9062621A931},
134,030101,13067030101,301.01,ARC 10,2672,582,21.8,717,26.8,1220,45.7,153,5.7,77826,31646,242982400,90937,{C195DBE4-E735-4B48-A2C5-19E57B9973D8},
135,030104,13067030104,301.04,ARC 10,1511,627,41.5,574,38,310,20.5,0,0,46806,22479,80446896,53241,{0692DBB9-42F1-44B2-902C-14F00D906D16},
136,130613,13117130613,1306.13,ARC 20,1060,218,20.6,223,21,434,40.9,185,17.5,98942,45850,135688304,128008,{998E8100-425F-423F-AA77-EEFBE9BA1401},
137,130408,13117130408,1304.08,ARC 20,1204,442,36.7,296,24.6,425,35.3,41,3.4,49670,23120,79320704,65881,{5569BC4F-44E7-45A4-BDD3-338C22FADB6B},
138,130612,13117130612,1306.12,ARC 20,1921,64,3.3,269,14,1050,54.7,538,28,150085,57285,361684800,188279,{E41036C2-D79F-470D-893B-8A51212ACFD7},
139,130608,13117130608,1306.08,ARC 20,1477,109,7.4,331,22.4,660,44.7,377,25.5,127533,40625,217478800,147244,{E86AE02B-79B1-4D2C-8270-578BD862FEB5},
140,130307,13117130307,1303.07,ARC 20,1258,239,19,236,18.8,659,52.4,124,9.9,91731,32960,136414800,108438,{2197FA51-C601-4EBB-B3A8-89CF6F63EC59},
141,130302,13117130302,1303.02,ARC 20,1736,286,16.5,296,17.1,873,50.3,281,16.2,101008,38651,205430304,118335,{F420279F-07CE-4A2D-9B81-D2FDD5E27EA6},
142,130304,13117130304,1303.04,ARC 20,1313,82,6.2,279,21.2,862,65.7,90,6.9,106220,35801,151160704,115126,{E900C380-609E-4239-963D-40338C3D5B5A},
143,130404,13117130404,1304.04,ARC 20,1297,73,5.6,277,21.4,716,55.2,231,17.8,114852,38615,176255808,135895,{00ECF601-4FD4-4B4E-A043-7B864C91D6A6},
144,130306,13117130306,1303.06,ARC 20,1589,258,16.2,289,18.2,745,46.9,297,18.7,104792,44086,199194704,125359,{90D40BCC-35E5-4054-9E87-F3CE4F50CB71},
145,130601,13117130601,1306.01,ARC 20,1534,304,19.8,694,45.2,489,31.9,47,3.1,61588,25874,119526096,77918,{0C5FDC69-1CD5-4A8F-B5C2-C0A43D9236C9},
146,130510,13117130510,1305.10,ARC 20,1948,216,11.1,317,16.3,1133,58.2,282,14.5,108646,39070,243838096,125174,{E1EBCB26-0B7D-4892-8074-93CC67C466C4},
147,130406,13117130406,1304.06,ARC 20,1818,451,24.8,447,24.6,827,45.5,93,5.1,75437,31539,163817792,90109,{ACBEC1F9-DA3D-4D2A-AEA0-CB46D6306A0D},
148,130410,13117130410,1304.10,ARC 20,1577,500,31.7,646,41,388,24.6,43,2.7,46907,24030,93058496,59010,{E52110B3-A3A4-412E-9AF2-6F619FDF6854},
149,130203,13117130203,1302.03,ARC 20,1524,219,14.4,604,39.6,673,44.2,28,1.8,68913,21916,114293200,74996,{17D977F8-6C09-49CB-B9E4-503CFC9D0221},
150,130204,13117130204,1302.04,ARC 20,1407,397,28.2,406,28.9,577,41,27,1.9,62250,25560,103089296,73269,{44B75656-A94D-45CE-B9C5-656BB8EC4E8F},
151,130202,13117130202,1302.02,ARC 20,1182,57,4.8,388,32.8,577,48.8,160,13.5,105561,36793,137604608,116417,{37018420-5915-45A2-89D8-B2D713167D81},
152,130509,13117130509,1305.09,ARC 20,1160,159,13.7,418,36,505,43.5,78,6.7,75536,33157,105185696,90677,{51E2F71A-D2A1-4295-BDC8-9CD08C8DB379},
153,130403,13117130403,1304.03,ARC 20,1803,513,28.5,570,31.6,600,33.3,120,6.7,60066,26220,141771696,78631,{91083840-90FF-4F65-81F6-E85E0CAC16C3},
